Condition,Date,Id,View,Waterfront,Yr Built,Zipcode,Bathrooms,Bedrooms,Floors,Grade,Lat,Long,Price,Sqft Living,Sqft Lot
Very Good,20141114T000000,2426049125,No View,No,1978,98034,2.25,4,1,7,47.7318,-122.239,488000,2500,10890
Average,20140804T000000,8946400100,No View,No,2001,98072,2.5,3,2,8,47.7511,-122.17,488000,1940,5660
Average,20140808T000000,9266701115,No View,No,1942,98103,1.5,2,1,7,47.6926,-122.347,488000,1000,5125
Good,20140506T000000,2688100075,No View,No,1938,98117,2,5,1.5,7,47.6949,-122.37,488000,2020,5000
Average,20140518T000000,8604900245,No View,No,1944,98115,2,2,1,7,47.6874,-122.315,488000,1360,4688
Average,20141125T000000,4083304700,No View,No,1909,98103,1,3,1.5,7,47.653,-122.331,488000,1600,3200
Average,20140527T000000,2856101105,No View,No,1985,98117,2.5,3,3,7,47.6772,-122.393,488000,1590,2550
Average,20150330T000000,1443550080,No View,No,1999,98019,2.5,4,2,8,47.7325,-121.969,487600,2340,12080
Average,20140505T000000,2558720120,No View,No,1977,98034,1.75,4,1,7,47.7206,-122.171,487585,2010,9211
Average,20140813T000000,1526079026,No View,No,1999,98019,3.5,5,2,7,47.7309,-121.905,487500,3530,218472
Average,20140729T000000,1137450120,No View,No,2013,98059,2.5,4,2,9,47.5019,-122.151,487500,2810,6296
Average,20150408T000000,7578200025,No View,No,1925,98116,1,2,1,7,47.5717,-122.382,487500,1190,5000
Average,20150317T000000,2770601461,No View,No,1997,98199,2.5,3,2,7,47.6513,-122.385,487500,1810,1988
Average,20150421T000000,7852040080,No View,No,1999,98065,2.5,4,2,8,47.5344,-121.877,487275,2400,3986
Average,20140519T000000,9521101221,No View,No,1901,98103,2,4,1.5,7,47.6637,-122.346,487250,1690,3250
Average,20140611T000000,9828702310,No View,No,2007,98112,1.5,2,2,9,47.6192,-122.299,487028,1295,1093
Good,20141027T000000,3020079078,No View,No,1947,98022,3.25,6,2,8,47.1879,-121.973,487000,4750,248600
Very Good,20150408T000000,7771300125,No View,No,1948,98133,2,3,1,8,47.7357,-122.333,487000,2590,14052
Average,20150506T000000,2325059101,No View,No,1959,98008,1.75,3,1,7,47.6371,-122.123,487000,1430,12632
Average,20140722T000000,173000140,No View,No,1944,98133,1.75,3,2,7,47.7289,-122.353,487000,1770,10125
Good,20150129T000000,3876000910,No View,No,1965,98034,2.25,4,1,8,47.7207,-122.184,487000,2400,7000
Average,20140709T000000,5200087,No View,No,2005,98108,2.5,4,2,9,47.5423,-122.302,487000,2540,5001
Average,20150429T000000,546000020,No View,No,1946,98117,1,2,1,7,47.6901,-122.382,487000,1440,4046
Average,20140821T000000,3886000010,No View,No,2005,98033,2.5,2,2,8,47.6874,-122.165,487000,1470,2533
Average,20150331T000000,2767600686,No View,No,2007,98117,1.5,2,2,8,47.6754,-122.375,487000,1160,1118
Average,20140925T000000,6306800050,No View,No,2014,98030,2.5,4,2,9,47.3524,-122.198,486940,3250,13360
Average,20150325T000000,2917200615,No View,No,1942,98103,1,2,1,7,47.7001,-122.351,486700,1200,6278
Average,20140514T000000,3210950080,No View,No,1978,98024,2.5,4,1,7,47.5531,-121.892,486000,2150,39449
Average,20140709T000000,7298040500,No View,No,1988,98023,2.5,4,2,10,47.3019,-122.341,486000,3560,12047
Good,20150403T000000,3574800810,No View,No,1977,98034,3,4,2,7,47.7297,-122.219,486000,2260,7336
Average,20140929T000000,7215721070,No View,No,1999,98075,2.5,4,2,8,47.5998,-122.014,485500,1800,4500
Average,20150408T000000,7852030240,No View,No,1999,98065,2.5,4,2,7,47.532,-121.88,485500,2320,3974
Average,20140807T000000,7234601166,No View,No,2006,98122,1.5,2,2,8,47.617,-122.309,485500,1340,1286
Average,20141117T000000,6306810110,No View,No,2014,98031,2.5,4,2,9,47.3522,-122.201,485230,2714,12558
Average,20150330T000000,3521069146,No View,No,1994,98022,2.5,3,2,9,47.2666,-122.015,485000,3340,70131
Average,20140604T000000,8567300110,No View,No,1985,98038,2.5,3,1,8,47.4052,-122.028,485000,2340,59058
Good,20140910T000000,1822069109,No View,No,1976,98042,2.5,3,1,8,47.389,-122.088,485000,2540,51836
Good,20150209T000000,7230100120,No View,No,1977,98059,2.75,4,2,8,47.4777,-122.1,485000,2720,51396
Average,20150219T000000,822039146,No View,No,1995,98070,2,3,1.5,7,47.4154,-122.458,485000,2410,50654
Average,20140701T000000,203101330,No View,No,1991,98053,2.25,3,2,8,47.6347,-121.958,485000,2440,47916
Good,20150424T000000,3126069068,No View,No,1962,98052,1.75,4,2,7,47.6945,-122.093,485000,2560,43995
Good,20140729T000000,1924069071,Average,No,1962,98027,1.75,5,1,7,47.5516,-122.085,485000,2140,43124
Average,20141107T000000,1560920370,No View,No,1986,98038,2.25,3,2,9,47.4013,-122.03,485000,2900,35273
Average,20140612T000000,3211270160,No View,No,1989,98092,2.5,4,2,9,47.3064,-122.108,485000,2470,35073
Average,20141016T000000,5104470070,No View,No,1995,98058,3,4,2,9,47.4619,-122.154,485000,3110,18843
Good,20150414T000000,7558800240,Fair,No,1990,98070,3.25,4,2,7,47.359,-122.452,485000,1946,17786
Good,20150421T000000,5152800030,Average,No,1969,98003,2.75,4,1,9,47.3397,-122.322,485000,2910,16362
Average,20150416T000000,7967950040,No View,No,2005,98001,2.5,4,1,10,47.3528,-122.267,485000,3710,15935
Average,20140814T000000,1887000100,No View,No,1972,98028,1.75,5,1,7,47.7452,-122.224,485000,2460,14100
Good,20150129T000000,4027701294,No View,No,1975,98028,2.75,3,1,7,47.7669,-122.268,485000,2650,12350
Good,20150505T000000,6649900030,No View,No,1948,98177,2,3,1,7,47.7762,-122.367,485000,1590,11222
Good,20140716T000000,9560800040,No View,No,1987,98072,2.5,3,2,8,47.7558,-122.142,485000,1800,11034
Very Good,20140723T000000,8718500260,No View,No,1958,98028,2.5,4,1,7,47.7397,-122.259,485000,2420,10603
Average,20150420T000000,2607760700,No View,No,1995,98045,2.5,4,2,8,47.4832,-121.799,485000,2400,10364
Good,20150310T000000,9414610240,No View,No,1976,98027,1.75,3,1,8,47.5217,-122.05,485000,2030,10089
Good,20150204T000000,3288200470,No View,No,1967,98034,1.75,3,1,7,47.7282,-122.186,485000,1950,10080
Good,20150327T000000,4037000635,No View,No,1957,98008,2.25,4,1,7,47.6019,-122.116,485000,1850,9911
Average,20141110T000000,259600910,No View,No,1964,98008,1.5,5,1,7,47.6348,-122.118,485000,1420,9900
Very Good,20150413T000000,6073200020,No View,No,1955,98006,1,3,1,7,47.5728,-122.179,485000,1020,9835
Average,20150310T000000,8563020170,No View,No,1967,98052,1.75,3,1,8,47.631,-122.098,485000,1650,9500
Average,20140905T000000,2472930270,No View,No,1990,98058,2.5,3,2,9,47.4369,-122.147,485000,3110,9015
Good,20141211T000000,3876300890,No View,No,1968,98034,2.75,4,1,7,47.7278,-122.177,485000,2560,8956
Average,20150122T000000,9512500610,No View,No,1968,98052,1.75,4,1,7,47.6735,-122.151,485000,2050,8913
Good,20141231T000000,8617000020,No View,No,1964,98007,2.5,4,2,7,47.5947,-122.134,485000,2100,8886
Good,20140805T000000,5255700160,No View,No,1971,98011,1.75,3,1,8,47.7739,-122.199,485000,2590,8384
Average,20150428T000000,3574800010,No View,No,1979,98034,2.75,4,1,7,47.733,-122.22,485000,1830,8384
Average,20141031T000000,2759800110,Fair,No,1958,98177,2.5,3,1,8,47.7767,-122.378,485000,1840,8250
Average,20150223T000000,8078400020,No View,No,1984,98074,2.25,3,2,8,47.6324,-122.028,485000,1570,8111
Average,20140915T000000,7853220910,Average,No,2004,98065,2.5,3,2,8,47.5326,-121.855,485000,2270,7887
Average,20140731T000000,5209200010,No View,No,1962,98125,1.5,3,1,7,47.7045,-122.281,485000,1870,7853
Average,20140724T000000,1442870420,No View,No,2013,98045,2.75,4,2,8,47.4823,-121.772,485000,2790,7803
Average,20140519T000000,6093000065,Average,No,1908,98198,1.75,3,2,7,47.3878,-122.326,485000,2200,7706
Average,20150205T000000,4024101990,No View,No,1978,98155,2.25,3,1,7,47.7598,-122.303,485000,2090,7450
Good,20141014T000000,7292700005,No View,No,1959,98177,1.75,4,1,8,47.7719,-122.361,485000,3220,7392
Average,20150105T000000,1954430180,No View,No,1988,98074,2.5,3,2,8,47.6194,-122.041,485000,1680,7385
Good,20150408T000000,4364700585,No View,No,1967,98126,1.75,3,1,7,47.5251,-122.37,485000,2180,7318
Average,20150423T000000,5101402312,Average,No,1940,98115,1,3,1,7,47.6947,-122.311,485000,1260,7250
Average,20140708T000000,123039570,No View,No,1977,98146,2.25,4,1,8,47.5033,-122.372,485000,1900,7200
Average,20150414T000000,259601010,No View,No,1964,98008,1,3,1,7,47.6342,-122.12,485000,1250,7200
Average,20150107T000000,4127000050,No View,No,1938,98038,2.5,3,1,7,47.3729,-122.037,485000,1540,7120
Very Good,20150401T000000,6918730230,No View,No,1976,98034,2.25,4,2,7,47.7319,-122.204,485000,1810,7068
Good,20140505T000000,3574801780,No View,No,1979,98034,3,4,1,8,47.7306,-122.227,485000,2340,7048
Average,20150330T000000,1954420380,No View,No,1988,98074,2.25,3,1,8,47.6176,-122.044,485000,1570,6810
Average,20150331T000000,1121000058,Average,No,1951,98126,1.75,3,1,8,47.5412,-122.377,485000,1790,6775
Average,20141212T000000,7738500475,No View,No,1958,98155,3.25,4,1,7,47.7473,-122.285,485000,2820,6611
Average,20141027T000000,5100401411,No View,No,1936,98115,1,4,1.5,7,47.6924,-122.321,485000,1210,6380
Average,20141229T000000,8106300510,No View,No,2004,98055,2.5,5,2,9,47.4461,-122.208,485000,3270,6129
Average,20140902T000000,7974200765,No View,No,1941,98115,1,3,1,7,47.6787,-122.285,485000,1020,6120
Average,20140613T000000,3904900530,No View,No,1985,98029,2.5,3,2,8,47.5692,-122.021,485000,1580,6065
Average,20140908T000000,7853360720,No View,No,2011,98065,2.5,3,2,7,47.5162,-121.872,485000,2430,5867
Average,20141007T000000,1370803940,No View,No,1939,98199,1,3,1,7,47.6413,-122.401,485000,1130,5758
Average,20140910T000000,2291401425,No View,No,1968,98133,2,5,1,7,47.7074,-122.349,485000,1910,5508
Average,20140922T000000,3904930240,No View,No,1988,98029,2.5,3,2,8,47.5737,-122.018,485000,1880,5502
Average,20140721T000000,8106300840,No View,No,2008,98055,2.5,3,2,9,47.4471,-122.207,485000,2870,5490
Very Good,20140624T000000,7104100050,No View,No,1920,98136,2.5,3,1,7,47.5499,-122.394,485000,1500,5412
Average,20141126T000000,1441000090,No View,No,2014,98055,3.5,4,2,8,47.4477,-122.204,485000,3273,5115
Good,20140529T000000,6865200140,No View,No,1916,98103,1,4,1.5,7,47.6648,-122.343,485000,1600,4300
Average,20141023T000000,7215721330,No View,No,2000,98075,2.5,3,2,8,47.5998,-122.016,485000,1650,4218
Good,20140507T000000,2810100040,No View,No,1917,98136,2,3,1,7,47.5421,-122.388,485000,1610,4160
Average,20140519T000000,9307300100,No View,No,1926,98107,1,3,1.5,7,47.6689,-122.367,485000,1500,4100
Average,20140701T000000,9826701320,No View,No,1900,98122,1.75,4,2,7,47.604,-122.306,485000,1430,4096
Average,20141002T000000,3856904610,No View,No,1923,98105,1,4,1.5,7,47.6696,-122.324,485000,1620,4080
Average,20140506T000000,6430000275,No View,No,1905,98103,2,3,1.5,7,47.6872,-122.349,485000,1420,4080
Average,20150427T000000,3735900325,No View,No,1948,98115,1,2,1,8,47.6899,-122.32,485000,1080,4080
Average,20140916T000000,8682320320,No View,No,2010,98053,2,2,1,8,47.709,-122.018,485000,1510,3961
Very Good,20150408T000000,4443800940,No View,No,1918,98117,1.75,4,1,7,47.687,-122.391,485000,1260,3880
Good,20140814T000000,1232001070,No View,No,1916,98117,1,2,1,7,47.6862,-122.378,485000,1130,3800
Average,20141219T000000,7011200260,No View,No,1900,98119,2,4,1,7,47.6385,-122.37,485000,1400,3600
Average,20150408T000000,7202330470,No View,No,2003,98053,2.5,3,2,7,47.6819,-122.036,485000,1650,3436
Good,20141226T000000,1324300290,No View,No,1925,98107,2.75,3,1.5,7,47.6551,-122.36,485000,1670,3330
Average,20150223T000000,2867100007,No View,No,1907,98119,1,3,1.5,7,47.644,-122.369,485000,1260,3230
Average,20150305T000000,8944360390,No View,No,1992,98029,2.5,3,2,8,47.5764,-121.996,485000,1760,3097
Average,20141205T000000,2887701940,No View,No,1929,98115,1.75,2,1,7,47.6856,-122.312,485000,2060,2700
Average,20140718T000000,809002610,No View,No,1909,98109,1,4,1.5,7,47.6368,-122.355,485000,1150,2560
Average,20140519T000000,1972200751,No View,No,2004,98103,2.25,2,3,8,47.6531,-122.352,485000,1260,1240
Average,20140618T000000,9523100712,No View,No,2008,98103,2.5,2,3,8,47.6683,-122.355,485000,1430,923
Average,20140702T000000,8929000090,No View,No,2014,98029,2.5,4,2,8,47.5524,-121.999,484998,1540,1870
Average,20150225T000000,3904910320,No View,No,1987,98029,2.25,3,2,8,47.5688,-122.017,484950,1670,5004
Good,20141028T000000,9287801455,Average,No,1916,98107,1,2,1,7,47.6753,-122.36,484950,1000,4956
Average,20150107T000000,3869900139,No View,No,2014,98136,2.25,3,3,8,47.5402,-122.387,484950,1590,926
Average,20140724T000000,1442880320,No View,No,2014,98045,2.75,4,2,8,47.4831,-121.773,484259,2790,5000
Good,20140918T000000,203100435,No View,No,1948,98053,0,1,1,7,47.6429,-121.955,484000,690,23244
Good,20150226T000000,6114400142,No View,No,1976,98166,2.5,5,2,9,47.4484,-122.339,484000,3600,20001
Average,20150407T000000,1770000090,No View,No,1976,98072,1.75,3,1,7,47.7424,-122.091,484000,1950,17400
Average,20150126T000000,1775920340,No View,No,1976,98072,1.75,4,1,7,47.7406,-122.11,484000,2440,16730
Average,20140813T000000,9477500060,No View,No,1980,98059,2.5,6,1,8,47.5116,-122.163,484000,3300,13501
Average,20140506T000000,2436200715,No View,No,1942,98105,1.75,2,1,7,47.6624,-122.291,484000,1660,6000
Average,20150327T000000,9268850040,No View,No,2009,98027,2.25,3,3,8,47.5405,-122.026,484000,1620,1425
Good,20140520T000000,312000135,No View,No,1951,98116,1.75,2,1,6,47.558,-122.392,483945,1480,5120
Average,20140506T000000,1626069253,No View,No,1995,98077,2.5,4,2,8,47.74,-122.048,483500,2740,45732
Average,20140801T000000,9286100300,No View,No,2001,98027,2.5,3,2,8,47.5307,-122.047,483500,1670,4308
Good,20140820T000000,6372000101,Fair,No,1931,98116,2,3,1,7,47.5811,-122.404,483500,1200,2016
Average,20140627T000000,1442880160,No View,No,2014,98045,2.75,4,2,8,47.4827,-121.773,483453,2790,5527
Good,20140610T000000,2205500080,No View,No,1955,98006,2,4,1,7,47.5747,-122.145,483300,1210,11100
Good,20150406T000000,826069127,No View,No,1977,98077,2.25,3,1,8,47.7511,-122.072,483000,2100,43560
Average,20140711T000000,8562900710,No View,No,1992,98074,3,3,2,9,47.6104,-122.06,483000,2440,15540
Good,20140829T000000,3649100586,No View,No,1978,98028,1.75,3,1,8,47.7344,-122.246,483000,2110,10454
Good,20141028T000000,7905200381,No View,No,1927,98116,1.75,2,1,7,47.5705,-122.392,483000,1400,4720
Average,20141027T000000,9530100921,No View,No,1927,98107,1.5,4,1.5,7,47.6667,-122.36,483000,1220,3780
Average,20140624T000000,3856905185,No View,No,1906,98105,1.75,2,1.5,7,47.6689,-122.326,483000,1240,3000
Average,20141002T000000,973600020,No View,No,1976,98155,2.25,3,1,8,47.7462,-122.29,482975,2130,8801
Very Good,20140620T000000,2826049260,No View,No,1990,98125,3,4,1,7,47.7168,-122.308,482500,1630,7626
Good,20140905T000000,3876100320,No View,No,1966,98034,4.5,6,1.5,8,47.7208,-122.182,482500,2940,7500
Good,20150421T000000,4354700010,No View,No,1954,98125,2,3,1,7,47.7181,-122.308,482500,1330,6490
Average,20150105T000000,7202380120,No View,No,2005,98053,2.5,3,2,7,47.6763,-122.028,482500,1690,3068
Average,20140519T000000,9828702667,No View,No,2005,98122,2.25,3,2,7,47.6184,-122.301,482500,1450,1445
Average,20141008T000000,293670040,No View,No,2007,98103,2.5,2,2,9,47.6875,-122.339,482500,1170,809
Good,20140925T000000,3623029045,No View,No,1980,98070,1.75,3,1,7,47.4464,-122.497,482000,2600,105587
Average,20140714T000000,4014400190,No View,No,2000,98001,2.5,4,1.5,8,47.317,-122.281,482000,2846,85377
Average,20140502T000000,2591720070,No View,No,1989,98038,2.5,4,2,9,47.375,-122.022,482000,2710,35868
Average,20140701T000000,7504180130,No View,No,1989,98074,2.25,3,2,7,47.6198,-122.053,482000,1710,21485
Average,20150223T000000,9517200290,No View,No,1984,98072,1.75,3,1,7,47.7609,-122.144,482000,2300,16474
Good,20140819T000000,3288301050,No View,No,1973,98034,2.75,4,1,8,47.7336,-122.183,482000,3010,15750
Average,20140522T000000,6139800430,No View,No,1978,98077,2.25,5,1,8,47.7466,-122.076,482000,2230,9600
Average,20150225T000000,855700170,No View,No,1979,98034,2.25,4,2,8,47.728,-122.206,482000,2240,8322
Average,20140625T000000,7852000340,No View,No,1998,98065,2.5,3,2,7,47.5361,-121.871,482000,2420,7307
Average,20150225T000000,5126300650,No View,No,2003,98059,2.5,3,2,8,47.4828,-122.139,482000,2950,6545
Average,20141203T000000,625049299,No View,No,1941,98103,1,2,1,7,47.6885,-122.337,482000,950,3960
Average,20140730T000000,1912100882,No View,No,2000,98102,2.25,2,2,7,47.6399,-122.32,482000,1350,1248
Average,20150408T000000,2767704682,No View,No,2000,98107,1.5,2,2,8,47.6727,-122.375,482000,1300,1229
Average,20140618T000000,9521100866,No View,No,2008,98103,3.25,3,3,8,47.6617,-122.349,482000,1380,1120
Average,20141029T000000,2426049174,No View,No,1993,98034,2.25,3,2,7,47.7326,-122.234,481500,1840,10500
Average,20141106T000000,7818700410,No View,No,1948,98117,1.75,3,1,7,47.6913,-122.366,481500,2140,6000
Average,20140509T000000,1232000915,No View,No,1940,98117,2,3,1,7,47.6852,-122.378,481450,1410,4800
Average,20150327T000000,7170200085,No View,No,1929,98115,1,2,1,7,47.6798,-122.292,481203,940,3800
Average,20140702T000000,2591020560,No View,No,1987,98033,2.25,3,2,8,47.6946,-122.185,481015,1550,5511
Average,20141022T000000,2523039315,No View,No,1990,98166,2,3,1.5,9,47.4561,-122.361,481000,2580,15653
Very Good,20140722T000000,2824059043,No View,No,1967,98056,2.75,3,1,7,47.5343,-122.185,481000,2290,14810
Good,20150311T000000,5130000080,No View,No,1963,98028,2.5,4,1,8,47.7612,-122.229,481000,2480,9869
Good,20141104T000000,643300040,No View,No,1966,98006,1.75,4,1,7,47.5683,-122.177,481000,1920,9500
Average,20140707T000000,3342103369,No View,No,2002,98056,2.5,4,2,8,47.5174,-122.194,481000,2286,8269
Good,20141121T000000,4443800785,No View,No,1924,98117,1,2,1,7,47.6855,-122.391,481000,1620,3880
Good,20150422T000000,3797001895,No View,No,1918,98103,1.75,3,1,6,47.6846,-122.345,481000,1560,3000
Average,20140903T000000,2767603615,No View,No,2007,98107,2.25,2,3,8,47.6718,-122.382,481000,1290,1137
Average,20140924T000000,8665050490,No View,No,1996,98029,2.5,3,2,8,47.5672,-122.005,480680,1730,4924
Good,20140507T000000,1774000050,No View,No,1968,98072,2.5,4,1,8,47.7476,-122.086,480500,2180,11200
Average,20140519T000000,3523089019,Good,No,2005,98045,3.5,4,2,9,47.4398,-121.738,480000,3370,435600
Very Good,20141103T000000,2222039011,No View,No,1963,98070,1.75,5,1,7,47.3884,-122.404,480000,2080,217800
Good,20140829T000000,114101161,No View,No,1949,98028,1.5,3,1,7,47.7592,-122.23,480000,2100,67269
Average,20150325T000000,1223059081,No View,No,1970,98059,1.75,3,1,7,47.4915,-122.106,480000,1960,43995
Good,20141124T000000,926069142,No View,No,1977,98077,2.5,4,2,9,47.7568,-122.05,480000,2870,35757
Average,20140513T000000,7214700830,No View,No,1976,98077,4.75,5,1,8,47.7597,-122.079,480000,3830,35000
Good,20140522T000000,9485951170,No View,No,1983,98042,2.25,4,2,9,47.3496,-122.094,480000,3250,34293
Average,20141029T000000,7806450050,No View,No,1990,98058,2.5,3,2,9,47.4665,-122.122,480000,2450,28185
Good,20150420T000000,1922039062,Excellent,Yes,1943,98070,1.5,2,1,6,47.3853,-122.479,480000,1008,26487
Average,20141013T000000,8832900780,Fair,No,1959,98028,2,5,1,8,47.7597,-122.263,480000,1760,21562
Average,20150501T000000,4027701265,No View,No,1961,98028,1.75,3,1,8,47.7666,-122.265,480000,2920,21375
Average,20141224T000000,8099800340,No View,No,1977,98075,1.5,3,1,7,47.5817,-122.007,480000,1540,20281
Average,20150109T000000,2922059212,No View,No,2005,98030,5,6,2,7,47.3651,-122.197,480000,3028,18055
Average,20141028T000000,8961960160,Good,No,2001,98001,2.5,4,2,9,47.3183,-122.253,480000,3230,16171
Average,20140716T000000,1442700250,No View,No,1976,98038,2.5,4,2,9,47.3711,-122.06,480000,3620,16000
Very Good,20141209T000000,6744700343,Fair,No,1952,98155,3,5,1,7,47.7426,-122.288,480000,2240,15435
Average,20150513T000000,3649100015,No View,No,1978,98028,2.25,3,1,7,47.7401,-122.249,480000,1820,15000
Average,20150402T000000,1973800150,No View,No,1962,98034,2.25,4,1,8,47.718,-122.242,480000,2330,14190
Average,20140923T000000,6791200120,No View,No,1977,98075,2.25,3,1,8,47.5898,-122.052,480000,1820,13362
Average,20150327T000000,4136960010,Average,No,2004,98092,3.5,5,2,10,47.2641,-122.215,480000,3480,12821
Average,20141224T000000,2354300835,No View,No,1943,98027,2,2,1,6,47.5277,-122.031,480000,1140,12000
Good,20150321T000000,6662410250,No View,No,1977,98011,2.25,4,1,7,47.7691,-122.167,480000,2230,11200
Fair- Badly worn,20141103T000000,6205500030,No View,No,1950,98005,2,4,1,6,47.589,-122.177,480000,2180,10575
Good,20140702T000000,2026049067,No View,No,1956,98125,2,3,1,8,47.726,-122.316,480000,1470,10052
Good,20140716T000000,9465910070,No View,No,1994,98072,2.5,3,2,8,47.7438,-122.172,480000,1940,10035
Average,20150331T000000,2607760190,Average,No,1997,98045,2.5,4,2,8,47.4817,-121.802,480000,2180,9861
Average,20150421T000000,5255690100,No View,No,1978,98011,2.5,4,1,8,47.7752,-122.198,480000,2700,9700
Average,20140630T000000,6178930340,No View,No,1981,98028,3,4,2,8,47.7649,-122.253,480000,2440,9664
Good,20150331T000000,8087800480,No View,No,1963,98052,2.5,5,1,7,47.6544,-122.134,480000,2040,9597
Good,20140610T000000,5152960330,Average,No,1975,98003,2.5,5,1,8,47.3436,-122.323,480000,2732,9500
Average,20141002T000000,259600890,No View,No,1964,98008,1.75,4,1,7,47.6344,-122.118,480000,1920,9380
Good,20150427T000000,4358700141,No View,No,1956,98133,1.75,4,1,7,47.708,-122.337,480000,1840,9250
Average,20150421T000000,3304030220,No View,No,2006,98001,2.5,4,2,9,47.3444,-122.269,480000,2940,9172
Good,20140707T000000,4038100110,No View,No,1959,98008,2.25,3,1,7,47.6068,-122.13,480000,1680,9090
Very Good,20141118T000000,4358700135,No View,No,1929,98133,2.5,3,1,7,47.7076,-122.337,480000,2360,9005
Average,20150123T000000,8121200710,No View,No,1983,98052,2.25,3,2,8,47.7213,-122.11,480000,1950,8892
Good,20141201T000000,4038200480,No View,No,1959,98008,1,3,1,7,47.6112,-122.128,480000,1160,8800
Good,20150123T000000,4037800015,No View,No,1958,98008,2,5,1,7,47.6112,-122.126,480000,2590,8610
Good,20141217T000000,8902000407,No View,No,1939,98125,1.75,3,1,7,47.7097,-122.303,480000,1740,8528
Very Good,20140806T000000,6072000910,No View,No,1963,98006,1.75,3,1,8,47.5479,-122.179,480000,1600,8400
Average,20150320T000000,7016200030,No View,No,1970,98011,2.5,4,1,7,47.7393,-122.181,480000,2080,7966
Very Good,20150317T000000,3275750290,No View,No,1967,98008,2,3,1,7,47.6233,-122.108,480000,1460,7860
Average,20140723T000000,3904910010,No View,No,1987,98029,2.5,3,2,8,47.5684,-122.018,480000,1640,7847
Average,20150305T000000,5126310400,No View,No,2005,98059,2.5,4,2,8,47.4877,-122.139,480000,2600,7787
Average,20140702T000000,7852000500,No View,No,1998,98065,2.5,5,2,7,47.5381,-121.872,480000,2160,7737
Very Good,20140709T000000,6073300750,No View,No,1967,98056,2.75,5,1,8,47.5388,-122.171,480000,2550,7725
Average,20140722T000000,1025059181,No View,No,1977,98052,2,3,1,7,47.6715,-122.162,480000,1580,7400
Average,20141218T000000,7238000330,No View,No,2006,98055,2.5,3,2,8,47.437,-122.207,480000,2980,7338
Average,20150408T000000,7214810510,No View,No,1979,98072,2.75,5,1,7,47.7563,-122.147,480000,2760,7200
Very Good,20140820T000000,1727500280,No View,No,1972,98034,2.25,4,1,7,47.7193,-122.218,480000,1770,7000
Average,20140622T000000,4174600185,No View,No,1926,98108,2.25,2,1.5,8,47.5577,-122.297,480000,1490,6770
Good,20140609T000000,2927600675,Good,No,1964,98166,1.75,4,2,8,47.4519,-122.375,480000,2220,6500
Average,20150415T000000,446000150,No View,No,1950,98115,1,3,1,7,47.6883,-122.282,480000,1100,5700
Average,20150410T000000,34001304,No View,No,1959,98136,2.25,5,1,7,47.5305,-122.391,480000,2240,5500
Average,20140620T000000,6021503830,No View,No,1941,98117,1,4,1,7,47.6838,-122.386,480000,2080,5500
Average,20150127T000000,2494000070,No View,No,2007,98019,2.5,4,2,8,47.7383,-121.969,480000,2480,5100
Average,20150420T000000,2391600320,No View,No,1941,98116,1,3,1,7,47.5636,-122.394,480000,1040,5060
Average,20150129T000000,254000445,No View,No,1942,98146,3.75,6,2,7,47.5122,-122.385,480000,2940,5054
Average,20140516T000000,7853361230,No View,No,2009,98065,2.5,4,2,7,47.515,-121.873,480000,2430,5000
Average,20140527T000000,952003575,Average,No,1943,98126,1,3,1,7,47.5663,-122.379,480000,1150,4945
Fair- Badly worn,20150123T000000,9828701745,No View,No,1950,98112,1,2,1,6,47.6212,-122.298,480000,710,4800
Average,20150106T000000,5045700090,No View,No,2013,98059,2.75,5,2,8,47.4866,-122.155,480000,2670,4780
Average,20150403T000000,9527310180,No View,No,2005,98011,2.5,3,2,8,47.7761,-122.169,480000,2200,4692
Average,20140920T000000,7853320250,No View,No,2009,98065,2.5,3,2,7,47.5203,-121.874,480000,2410,4656
Good,20140813T000000,1646502165,No View,No,1924,98117,1.75,2,1,6,47.6842,-122.359,480000,1170,4635
Average,20140903T000000,7852030330,No View,No,1999,98065,2.5,3,2,7,47.5329,-121.879,480000,2270,4488
Average,20140610T000000,5700002125,No View,No,1910,98144,1.75,4,1,7,47.5755,-122.289,480000,2320,4322
Average,20150319T000000,8682262190,No View,No,2004,98053,2,2,1,8,47.718,-122.034,480000,1350,4220
Average,20150413T000000,5016001260,No View,No,1980,98112,1,2,1,7,47.6249,-122.298,480000,820,4200
Good,20140807T000000,9100000040,No View,No,1979,98136,1.75,3,1,7,47.5563,-122.392,480000,1710,4080
Average,20150211T000000,3782760170,No View,No,2011,98019,2.5,4,2,8,47.734,-121.965,480000,2980,4074
Good,20140520T000000,9276201190,No View,No,1986,98116,2.75,4,1,7,47.5808,-122.394,480000,2050,3960
Average,20140627T000000,480000170,No View,No,1902,98103,1,2,1,7,47.661,-122.338,480000,1500,3420
Good,20150327T000000,3658700690,No View,No,1910,98115,1.5,3,1,7,47.679,-122.315,480000,1200,3060
Good,20140826T000000,9468200125,Average,No,1918,98103,1,2,1,7,47.6779,-122.353,480000,1030,3060
Average,20140708T000000,1257201295,No View,No,1924,98103,1,2,1,7,47.6725,-122.329,480000,1060,3040
Average,20150321T000000,3359500960,No View,No,1986,98115,2,3,2,7,47.6728,-122.325,480000,1300,3000
Good,20141006T000000,4443801340,No View,No,1952,98117,1.75,3,1,7,47.6848,-122.391,480000,1680,2552
